slug,title_hk,language,status,parent_slug,author_slug,collections,source_present,source_title,source_publisher,source_year,metadata_license,header_license_text,rights_class,detected_license,acquisition_eligible,xml_present,text_present,xml_bytes,text_bytes,xml_sha256,text_sha256,xml_parse_valid,tei_xml_id,identity_match,structurally_analyzable,div_count,top_level_div_count,lg_count,line_count,paragraph_count,xml_id_count,duplicate_xml_id_count,first_div_n,last_div_n,first_block_id,last_block_id,parse_error
ramayanam,rAmAyaNam,sa,,,valmiki,itihasau,False,,,,,,BLOCKED_RIGHTS_UNKNOWN,,False,True,True,5564882,4786874,9cbec1f369f4208c850d5184b1c545d0c991cf7ddbf15b0e35ba332cd6d9ebb8,35e06b834b572bf033b659843593d8fa944f7097a198937170e926aa3d16d42a,True,ramayanam,True,True,606,606,18761,38043,0,18762,0,1.1,7.100,R.1.1.1,R.7.100.26,
mahabharatam,mahAbhAratam,sa,,,vyasa,itihasau,False,,,,,,BLOCKED_RIGHTS_UNKNOWN,,False,True,True,23073609,19753501,586ad8fe3605ddfdc45e04f7a5952f7ad3f6d90af74d2e71c1f88492856bccf3,9c72654e1f980d7aa88a59f22bdd2e11eafd0850e0866eabe871711ef664aa48,True,mahabharatam,True,True,1995,1995,73816,158502,0,73817,0,1.1,18.5,MBh.1.1.0,MBh.18.5.54,
amarushatakam,amaruzatakam,sa,,,amaru,kavyani|shravyakavyani,True,Amaruśataka,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,63568,55977,d9d58be6930385992aa9d5e252ce0be9ce516036648c57ee3b94df0d4decda4b,6e360f6a07bfab365a8cb817bbec5cdec3e9921959826d8f98d7e3a76247111f,True,,False,False,0,0,106,422,0,106,0,,,AmrShtk.1,AmrShtk.106,
kumarasambhavam,kumArasambhavam,sa,,,kalidasa,mahakavyani,True,Kumārasaṃbhava,,,,"This e-text was provided to GRETIL in good faith that no copyright rights have been infringed. If anyone wishes to assert copyright over this file, please contact the GRETIL management at gretil(at)sub(dot)uni-goettingen(dot)de. The file will be immediately removed pending resolution of the claim. Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.",RESTRICTED_EXPLICIT,CC-BY-NC-SA,False,True,True,217951,185260,1822f6de24cbbd192d2c797711f0b024a3b1cf2c19735c084052cd7924779529,c96974304d52fa3369f7b2a1d1421b419c4307bad7400255d6a4e9b7fb7d93ba,True,kumarasambhavam,True,True,8,8,613,1226,0,614,0,1,8,Ks.1.1,Ks.8.91,
raghuvamsham,raghuvaMzam,sa,,,kalidasa,mahakavyani,True,Raghuvaṃśa,,,,"This e-text was provided to GRETIL in good faith that no copyright rights have been infringed. If anyone wishes to assert copyright over this file, please contact the GRETIL management at gretil(at)sub(dot)uni-goettingen(dot)de. The file will be immediately removed pending resolution of the claim. Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.",RESTRICTED_EXPLICIT,CC-BY-NC-SA,False,True,True,559338,481911,ad977a677d853e598c628629d0ae7e78e9d02aa81287afa68de89e350b133aec,402badb135a8ab53c9f68b5f10ddc6adb6f4687258a6dda191ce965a98bb9915,True,raghuvamsham,True,False,19,19,1617,3234,0,1618,1,1,19,Ragh_1.1,Ragh_19.57,
kiratarjuniyam,kirAtArjunIyam,sa,,,bharavi,mahakavyani,True,Kirātārjunīya,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,369702,324141,330827e725589897ca0cc2790f7816100a260526f7e93c6ba0cae62bd47d7e78,536172de8a16ee36061acbab8c5c7bbabae13d4239a6c94ee3a516ec445038e1,True,,False,False,0,0,1040,2080,0,1040,0,,,BhKir.1.1,BhKir.18.48,
shishupalavadham,zizupAlavadham,sa,,,magha,mahakavyani,True,Śiśupālavadha,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,556660,518393,f9581db509d48494200d5773255ac3f526c88e1b6e0d63efc2a577027b037885,5c325e99b8d9889a8d4cd97190f4d1da0046fb71fd712db89d9333baa39acaef,True,,False,False,0,0,1645,3290,0,0,0,,,,,
rtusamharam,RtusaMhAram,sa,,,kalidasa,kavyani|shravyakavyani,True,Ṛtusaṃhāra,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,64511,57244,bfba6f9d6b48580012a9aa8f7253d51ea386c30ae5715f506126f6ca7724e8fb,360626bc3526169f673ab7d5cf502e21463f90a36f0213ff019d6b9e7f428061,True,,False,False,0,0,158,316,0,158,0,,,KalRs.1.1,KalRs.6.38,
shatakatrayam,zatakatrayam,sa,,,bhartrhari,kavyani|shravyakavyani,True,"Śatakatraya (1. Nītiśataka, 2. Śṛṅgāraśataka, 3. Vairāgyaśataka)",,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,158855,147352,5324d2d51b66c3969362cce7e46751d2c86d22bb251efb13766cd29b5d9947c2,623cba359f8c1a4f25efc276f315efcb446e3fc4a50fe9b44e0e9d2b5003e21e,True,,False,False,0,0,323,1237,6,0,0,,,,,
bhattikavyam,bhaTTikAvyam,sa,,,bhatti,kavyani|shravyakavyani,True,Rāvaṇavadha (= Bhaṭṭikāvya),,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,505871,437332,d1e46d95f3c1f7b8ef23f78af1918b51eaef3003cca4e9566681d1ce224a9c00,8e5c4761e845ad76803c24f0c9505d26501e26e093f893dcbbd4233e9412c883,True,,False,False,0,0,1625,3250,96,1625,0,,,Bhk_1.1,,
meghadutam-kale,meghadUtam,sa,,,kalidasa,kavyani|shravyakavyani,True,Meghadūta,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,69279,62050,63c2d91394ba558eb1cfb56a982f3f2a1e978e0b6465ff68c396991f2e7d382a,37443a1811225e6316149cd874a824f864f002f433aed17857163f2f2c931555,True,,False,False,0,0,121,484,0,121,0,,,KalMgD.1.1,KalMgD.2.55,
kokilasandesha,kokilasaMdezaH,sa,,,uddandashastri,kavyani|shravyakavyani,True,Kokilasaṃdesa,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,85844,78727,4b7b06499ef7c12fef0f5cd77311ab9057b70bc2159c09d907494f9a17f22844,ab1bb03ebdfb59f0f3c5ef6b93df4915a603b42d355718050880e72b178230c6,True,,False,False,0,0,162,324,0,162,0,,,Kok.1.1,Kok.2.69,
bodhicaryavatara,bodhicaryAvatAraH,sa,,,shantideva,kavyani|shravyakavyani,True,Bodhicaryāvatāra,,,,"This e-text was provided to GRETIL in good faith that no copyright rights have been infringed. If anyone wishes to assert copyright over this file, please contact the GRETIL management at gretil(at)sub(dot)uni-goettingen(dot)de. The file will be immediately removed pending resolution of the claim. Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.",RESTRICTED_EXPLICIT,CC-BY-NC-SA,False,True,True,274780,228540,d294998928fbc070cb634d5daafa4e773ae5c1e1cdfdc3265cdc0c1fd57cbf19,ffd787b7c50073a24af9eba50ec6c969bca68c7fac670b54c8d33780c2a7f80d,True,bodhicaryavatara,True,True,10,10,913,1826,0,914,0,1,10,Bca.1.1,Bca.10.58,
saundaranandam,saundaranandam,sa,,,ashvaghosha,kavyani|shravyakavyani,True,Saundarānanda,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,383618,336476,2e571f1a2f2704f0add96122285d35feee6a4e59949717c172ef0cfb4d52c281,30b6b00f506ea5e6bca6d5ea76ae59c370cb3a15fe5facf4938c6e9f7be7be51,True,,False,False,0,0,1060,2139,1,1059,0,,,Saund.1.1,,
caurapancashika,caurapaJcAzikA,sa,,,bilhana,kavyani|shravyakavyani,True,Caurapañcāśikā,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,22176,19643,2dc48e80cbcb7d948faeb147b65e44ba44935486ff3f20e4fd63b14613455af1,b1ba141e266948a6d7f583511b1ed29ef20d1d44c23e123d7c7f4cef12b2eb4c,True,,False,False,0,0,50,100,0,50,0,,,BiCaup.1,BiCaup.50,
hamsadutam,haMsadUtam,sa,,,rupagosvami,kavyani|shravyakavyani,True,Haṃsadūta,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,71997,63965,8e8ed7e6ef979cb8c4bd1d785ddcaa40baa9d9b04f60c34c04b7003b4435a5bd,273884bcba020bd808ee9ebff2faa9d46072f678ee68160cf09df63af75e8ed5,True,,False,False,0,0,142,568,0,142,0,,,HamDu.1,HamDu.142,
mukundamala,mukundamAlA,sa,,,kulashekhara,kavyani|shravyakavyani,True,Mukundamālā,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,17171,15087,ea135f9e7d4811ce175ba69d9ca3b3d5f614505363c1aded5eff9c73c5badfbd,2aac959c78f78c9088cd01a4c0a13a7e8376c64f4c6bc9e8c5e478660a653729,True,,False,False,0,0,34,112,1,34,0,,,KMuk.1,,
catuhshloki,catuHzlokI,sa,,,yamunacarya,devistotrani|vishishtadvaitavedanta,True,Catuḥślokī,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,2931,2321,f43db9a090ba7a8cc9e330e1b62031b4b3f31f0cc659ca616754c62e4269c994,4084ae8c8be7cf35cf0bc4bc509aa637ecb7a0fcfb752562d4ddeb6ed9427a38,True,,False,False,0,0,4,8,0,4,0,,,YCs.1,YCs.4,
shivopanishat,zivopaniSat,sa,,,rshayah,muktikopanishadah,True,Śivopaniṣad,,,,TODO,REVIEW_PD_HEURISTIC,,False,True,True,181227,154815,71f5785e01f6d5c292fc55afd97bb46c6688427313e66980b7e058a05482eb69,9b0e8eddd67ce9508874ebbee727ada71a29c0a945cab44464637eeb1d8845ae,True,,False,False,0,0,625,1253,0,625,0,,,SU.1.1,SU.7.140,
charucharya,चारुचर्या,sa,p2,,kshemendra,nitishastrani,True,चारुचर्या,चौकम्बा विद्याभवन,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,28624,25956,8d07f561ba83d9c396c1cf2a60b2f8c7705c419aee9429c82d9d9e6184f3dea3,4d22ce639067c64ed17946e89a5793cc1a084b75b55567868fdbe780e3bc0242,True,,False,False,0,0,100,200,0,0,0,,,,,
naraabharanam,नराभरणम्,sa,,,,nitishastrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,97481,89694,615365f7192e9f9b8c3ead1576d52f906e67649678211f8e177d93c7c4603740,e5fcebac976ab09d6ba0f252614ccd4cf2516abaf785c84c033ac6dc02db77f6,True,,False,False,0,0,301,723,0,0,0,,,,,
govindadamodarastotram,गोविन्ददामोदरस्तोत्रम्,sa,,,bilvamangalacarya,krshnastotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,23859,20973,d047a998599303aea758ac2906c07fbd178a643e079dad93df35931f685dc550,09da34d466512dbcf424b092e3c543036121af2137bd8edd814fe4b0d53d1f65,True,,False,False,0,0,71,284,0,0,0,,,,,
suryashatakam,सूर्यशतकम्,sa,,,mayurabhatta,suryastotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,64675,60784,eb82d46f459f6df435ec54345b4db0430efc2d70ff9ed735f38a789c0edff363,0603b876f7177b2395f4b35858feee5dd9cdab1cf254fa8e17ef27aa5db18ca9,True,,False,False,0,0,101,404,0,0,0,,,,,
ramarakshastotram,रामरक्षास्तोत्रम्,sa,,,,ramastotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12702,11268,41cf2c9eea01e2b21531a657780000d94ba55b075d91e000be8556d0129ea09c,b70aab93486d06fb615bbfed8c760764b139b8ce475f17980ce5b2d0acceedc2,True,,False,False,0,0,39,94,1,0,0,,,,,
somanathashatakam,सोमनाथशतकम्,sa,,,,shivastotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,69749,65552,6aeaac7e2ca9b88e1125af8ef768627f0ab99d7a050b872622010b4e3424c86a,4dc11cb8f48cc8e182f8f2a21fb1be2612f8a4fd3240d7f42a0f55be317cf3ed,True,,False,False,0,0,111,442,0,0,0,,,,,
charucharya-prakash,प्रकाश,hi,p2,charucharya,shri-devadatta-shastri,,True,प्रकाश,चौकम्बा विद्याभवन,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,43842,42507,a1fc4cac5e24a6c529daa1e9e578e42790b2676744857e78bae00483576e36de,8e39788ede7d3bc6b8ca5928ccd8ece13d491d819a64090f26f10b765ebcb00a,True,,False,False,0,0,0,0,100,0,0,,,,,
ramarakshastotram-translation,Translation,hi,,ramarakshastotram,,,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,16690,16005,5d2f31bd6adcdae212d9ec4428920636328e06f54158c8ba287afc7192b08c0c,85b3a82f92fd133a3d49eb6b2b5e5f1040446b3109a3a392bb9b1f2a26e151d9,True,,False,False,0,0,0,0,34,0,0,,,,,
suryashatakam-tika,टीका,sa,,suryashatakam,,,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,223835,222375,29b2517d105da94dae2f5da7f6a092dfe37c93b8dc6e424b36610a923b2fb691,c28bafd83300068b8959a4ed49cc17d944f2dd94f2d580b174312f731124e42a,True,,False,False,0,0,0,0,101,0,0,,,,,
lakshmistotram,लक्ष्मीस्तोत्रम्,sa,,,,devistotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4875,4085,486cd6975a9b75cbf594b26436fc3df826350cc89c942534e268b5e09d0bf8b7,1573b72dcaf60598668f3b262954b789a42ae269357adeec5b42a7d7e1e68170,True,,False,False,0,0,16,32,0,0,0,,,,,
ganeshashtakam,गणेशाष्टकम्,sa,p1,,,ganeshastotrani,True,गणेशाष्टकम्,,,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6496,4417,f4f3379e972ddce3bb2b864ac96896f5884c5a8b65d39bb12c885541e1930daf,0582a48493371bd3616f6ccbd374aad922bae920289db055bbcff426a492c620,True,ganeshashtakam,True,True,0,0,13,26,0,1,0,,,,,
adityahrdayam,आदित्यहृदयम्,sa,,,,suryastotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8728,7567,b66de3f5d6d27842023dca405850e1c183d659f0e30845dd3b9a09a5b576aba7,c591c5ca09805d5ee5518944dada236df634bd464ad809de78714c2519411716,True,,False,False,0,0,30,62,0,0,0,,,,,
anyoktimuktalata,अन्योक्तिमुक्तालता,sa,,,shambu,shravyakavyani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,59090,54973,b0a598b4a68317f8d2095b8355111455a83dba684efa7bef70944c542a79d213,3f2bddae6ecbeb8b760463553835190fd3b2a880c90ea4074192bb0608d2df99,True,,False,False,0,0,108,432,0,0,0,,,,,
shivasaptatinamastotram,शिवसप्ततिनामस्तोत्रम्,sa,,,ganapatimuni,stotrani,False,,,,CC0 1.0,TODO,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2826,2200,3975131d2d00f9aa9935d600b748b18e920d5234983a007ea3a4dc08ed8db2f1,9f3faef5c28a39db553dca60ae9e3b58b7229964a9090e0f3afa938cc1647feb,True,,False,False,0,0,8,16,0,0,0,,,,,
karnabharam,कर्णभारम्,sa,p1,,bhasa,drshyakavyani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,30814,25331,4bdbf16b654f4030a28368d0e137d469ad1422baf120133af1b1691e956da82f,3f6a2fec9b40a30c7a6dce5ac1f8a67e1bb7ab5991f6ed31ba115b5f9fb7b791,True,karnabharam,True,True,1,1,23,82,99,11,0,all,all,,,
indrasahasre-katakshastabaka,इन्द्रसहस्रे कटाक्षस्तबकः,sa,,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5366,4748,5c6f51935550ecb2975f746388215b127c3515f37d54524fd2407b2360704b9f,b92d6f7efd9bd4aaea9101d437ac4e079957be6698f707c9cea0b335aa1d8848,True,indrasahasre-katakshastabaka,True,True,1,1,24,48,0,1,0,all,all,,,
urubhangam,ऊरुभङ्गम्,sa,p1,,bhasa,drshyakavyani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,65528,54746,b026d5d0ed4b2ef457f2606016baf71abb85dac5fe4445d826301c59ab5d74cd,ed3a86d61ac994533892d39f7cafea405ffd922531e45a651f26c62e64cd0c9a,True,urubhangam,True,True,1,1,70,224,164,19,0,all,all,,,
dutavakyam,दूतवाक्यम्,sa,p1,,bhasa,drshyakavyani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,49523,45540,33bb1c79ebd6513d7c77868d91262cce4583ad69ed2fa358409687dad4b748a1,45b3cd649a492bf0be57e538e41adb2fd947a39f075f3269f95ce1935ec47337,True,dutavakyam,True,True,1,1,51,147,123,1,0,all,all,,,
dutaghatotkacam,दूतघटोत्कचम्,sa,p1,,bhasa,drshyakavyani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,50042,41967,6f3eda26f208dbb7e4016d8ee936a5a2ca939168f2d05dc95ef688d45aadef4b,1cb9782b59bd55de263be05d90b35e2d940539e1d949013f6762579c9702ce30,True,dutaghatotkacam,True,True,1,1,45,126,141,18,0,all,all,,,
madhyamavyayoga,मध्यमव्यायोगः,sa,p1,,bhasa,drshyakavyani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,58370,46826,b0ba8281a7d1e9a2f551bf2181199c6eebc8e6fd8312cf7d5bb61f65d0787221,4aa44cdce7cc1dddfc261c0c972672110d21492d657ecceb6534ebbed3641a74,True,madhyamavyayoga,True,True,1,1,54,132,195,24,0,all,all,,,
ramagita,रामगीता,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,3200,2821,40d29b4effa727289f2bc0b5ae43cf0661dab0f38b8c4e38c5a62833e4b901a4,4fd455e754074469f439d00a89230f4efc3303d615b13b2d0e0a93a54de7568a,True,ramagita,True,True,1,1,9,18,0,1,0,all,all,,,
shivagitam,शिवगीतम्,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5995,5302,968a626a7535cca77f1d43369e7e99ad2a601849504228b39da27af4fc08d167,d13495f67a37816fc22090fd573db4b6c716150996e5a4246df7b6b932974f11,True,shivagitam,True,True,1,1,25,50,0,1,0,all,all,,,
shriramanacatvarimshat,श्रीरमणचत्वारिंशत्,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,15637,14412,801a8052cf12c91f9e7ced8674b7a75ceadb78dcc0edbb1c9dfae3bfe3cf058b,7bd4c423092fed74413f7c9a994ba5582c0321825edcd73ba2fe9a64a41df147,True,shriramanacatvarimshat,True,True,1,1,42,120,0,1,0,all,all,,,
indravimshati,इन्द्रविंशतिः,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4513,3914,d2138b49a1c2d658f4c416a0f71d21933fc71d27a4d9e779187ef0f3d55a8ba8,ddbcabbfc078b97b9dfbb64a51c66b7fddb3df2f5dd3f41632f98655f1e46341,True,indravimshati,True,True,1,1,20,40,0,1,0,all,all,,,
shripavanashtakam,श्रीपवनाष्टकम्,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2774,2420,cc2de236cbda760890dda476d6bc215231bdc9054fd781f914af1b23ff603adf,c3ddb81149f7bb5f6b9b694cd5d6deefa4a9c1aa3f47e2c5b58736154fabfb44,True,shripavanashtakam,True,True,1,1,8,24,0,1,0,all,all,,,
shrinrsimhapancaratnam,श्रीनृसिंहपञ्चरत्नम्,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2063,1794,a79d8ead3dca8ebca821d974f82f368f3fa27f208a5428014e10f7546b1d4a69,be7c1cbcc6102a3f9879c9303dd36c37a5eded5dfd86a846f3944cc354efa405,True,shrinrsimhapancaratnam,True,True,1,1,5,20,0,1,0,all,all,,,
shriyoganjaneyapancaratnam,श्रीयोगाञ्जनेयपञ्चरत्नम्,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,1684,1500,d225ed41d29d647db4c6ceeb84dc61c69d14de24672d0045e57a83ae849c09f9,5df1da40c694b75d3991d1b3af346345f01d260dc22f9c7b16d4d66813bf8f48,True,shriyoganjaneyapancaratnam,True,True,1,1,5,10,0,1,0,all,all,,,
shrikrshnaksharamalika,श्रीकृष्णाक्षरमालिका,sa,p1,,ganapatimuni,stotrani,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,17013,15633,1b2d4e1abc92e4485e90e51e6d6ae6117918ebe47029318ffef4d74249d07fca,39870719c8e87e21c5948ff91ef9398d948ac150c915ddcc850a1d43399e019d,True,shrikrshnaksharamalika,True,True,1,1,54,108,0,1,0,all,all,,,
shrivyasayogicaritam,श्रीव्यासयोगिचरितम्,सोमनाथः,p0,,,dvaitavedanta,False,,,,CC0 1.0,,ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,282089,274267,6c6535b62803ce2943800d05cd82cf06003f80247158ab401f63f7693a14ef38,f9cf187eae463965beea86ab149e496db021ba9ffbb2962bb820aee0a7f886dc,True,shrivyasayogicaritam,True,True,1,1,211,670,112,1,0,all,all,,,
abhishekanatakam,अभिषेकनाटकम्,sa,p1,,bhasa,drshyakavyani,True,अभिषेकनाटकम्,Oriental Book Agency,1937,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,189953,132221,dd9ad67cd0f9cd910fd83d33bc68f65e0298f8b2dd2d749a3dba88f00798f376,55e7132a4323fe2292d8066fc9e52ae40b8fcebee9ed65bb4ba80eba417c1d97,True,abhishekanatakam,True,True,6,6,158,432,500,1,0,1,6,,,
yogarajopanishat,योगराजोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,योगराजोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8737,6330,e7bac190323a71ada2a3821d58ee546c15bb3d307506b8ce228463438b50f697,bf10e5f3f30f8686e16f4384e47230bc0e70bce99483cc3cd4287f53b59e162a,True,yogarajopanishat,True,True,0,0,21,42,0,1,0,,,,,
advaitopanishat,अद्वैतोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,अद्वैतोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7547,6183,a3183c306d0bf86b8253f5bf1a943578fe1ee16aa28f67f1697d3cb3a0dfdd55,950ba3111246239f51640d0a709c060012039c2cbd138b58d369721e384b1398,True,advaitopanishat,True,True,0,0,0,0,1,1,0,,,,,
acamanopanishat,आचमनोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,आचमनोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4091,2800,7698ae390b491d1f2599705db7c9f407972751ba3beac8c382aeee57ed8fe6d6,7aa711bf419563e2d0a4f2e73e357aab4e6d7438619f6d46470fbb328a61feff,True,acamanopanishat,True,True,0,0,0,0,1,1,0,,,,,
atmapujopanishat,आत्मपूजोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,आत्मपूजोपनिषत्,,,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2974,2190,a6cce083a539b53c2b9bc8f7e654b84b3c113e3d24f3496800896d58859ae20c,2c898c770f17f7166804db2e941e3e335ebebc3db522e0d95f578756789e4aa3,True,atmapujopanishat,True,True,0,0,0,0,1,1,0,,,,,
arsheyopanishat,आर्षेयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,आर्षेयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,13063,12043,b1fd07900b1dbb12818132500aee824b25c73e40c5f6b5f331e4c9681a2bc95d,2d672874b862ad68b86944db4a49d1cdd65f38c8a295472b3f18b83fa0cf6053,True,arsheyopanishat,True,True,0,0,3,5,10,1,0,,,,,
itihasopanishat,इतिहासोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,इतिहासोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,35006,32023,2cb0f822d09bd9faaaa5693ddd7646769677ebf8bbe045525b87437d11c99d23,701f55a8d09b114768857d2ed1ac7d0ae299191fdad4dc0ad2be3e5ba5241e0d,True,itihasopanishat,True,True,0,0,87,175,12,1,0,,,,,
caturvedopanishat,चतुर्वेदोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,चतुर्वेदोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7100,6114,165696657fa8601fee5295fd4b015d689576d5896a39d151c3812c8e8fbec180,c69ef868cd918e9da00afa004d9812bed466edf1a187909ce4fb290ce3e8a354,True,caturvedopanishat,True,True,0,0,5,10,3,1,0,,,,,
cakshushopanishat,चाक्षुषोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,चाक्षुषोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5585,4636,5dafaaa8553dfa8093e45109387cb8077f7d650bcb658afe1086c5b8e954585e,cd1408c078384376041130107dee30f3463ec1c155f87c421638304b5d3a039b,True,cakshushopanishat,True,True,0,0,1,4,2,1,0,,,,,
chagaleyopanishat,छागलेयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,छागलेयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12045,11052,cb3996667bf96a5d70a7b98f51c5dbe3afba1856f36bde96512ea03b3a3a9425,07ded8abd992aa3d7b8965bc4743b5403a91f3a3f04a2e9fa762fab019fa2290,True,chagaleyopanishat,True,True,0,0,2,4,7,1,0,,,,,
